Row,Anterior Area(um^2),Anterior BB#,Medial Area(um^2),Medial BB#,Posterior Area(um^2),Posterior BB#,Cell surface area(um^2),Assigned BB#,Ciliary row#,Avergae number of BBs per row,Cell height(um),Cell major widths(um),Cell minor widths(um),Horizontal section perimeter(um),Cell volume(um^3),VolumeDeficit,Anterior neighbor BB pairwise distance(um),Medial neighbor BB pairwise distance(um),Posterior neighbor BB pairwise distance(um),Anterior row pairwise distance(um),Medial row pairwise distance(um),Posterior row pairwise distance(um),Mean of ciliary row lengths,STD of ciliary row lengths,Posterior immature BB#,Posterior medial immature BB#,Anterior medial immature BB#,Anterior immature BB#
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 75,549.162478,214,1600.835832,366,677.205719,160,2827.204029,703,20,35.15,48.852,28.519,13.547,68.9619511708304,9949.685,-0.007,1.281,1.464,1.617,2.148,2.894,2.497,47.952,10.369,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 76,356.427171,114,1279.63794,223,497.708604,95,2133.773715,427,17,25.118,47.548,22.753,12.404,56.7170094561193,6393.898,0.09,1.567,1.93,2.313,1.835,2.827,2.1,44.184,5.682,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 77,336.349725,122,1019.416025,216,411.650018,81,1767.415768,413,19,21.737,36.391,22.599,14.116,58.0592087659841,5779.366,0.049,1.327,1.731,2.491,1.728,2.619,2.025,35.159,3.867,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 78,288.01307,124,981.416525,202,341.079922,92,1610.509517,415,19,21.842,36.995,22.168,12.033,54.9415698454139,4648.795,0.1,1.328,1.832,1.954,1.505,2.489,1.801,35.137,3.641,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 79,316.818631,118,1193.765743,235,435.059551,90,1945.643925,441,19,23.211,46.956,21.785,11.359,53.419835777945,5443.044,0.105,1.44,1.895,2.074,1.621,2.265,1.855,39.082,9.43,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 80,436.196351,161,1465.708851,260,548.110022,99,2450.015224,512,20,25.6,46.94,27.584,11.803,65.6282270135103,7743.348,0.032,1.422,1.964,2.443,1.521,2.706,2.345,45.063,5.042,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 81,404.16085,139,1311.62939,207,512.662946,88,2228.453186,432,20,21.6,45.592,23.98,14.19,60.3470620966843,7441.516,0.084,1.628,2.333,2.489,1.588,2.641,2.162,42.474,4.13,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 82,508.729917,165,1747.044167,260,650.121504,99,2905.895588,514,19,27.053,48.839,30.227,16.012,73.9194044881458,11190.892,0.096,1.466,1.965,2.459,1.809,3.332,2.631,47.885,5.175,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 83,346.507615,130,1167.813955,212,429.925545,96,1944.247115,433,19,22.789,41.17,23.828,12.948,59.2532222952196,6106.883,0.082,1.408,1.928,2.376,1.484,2.686,2.011,39.473,5.103,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 84,466.289634,157,1477.631203,241,568.90922,89,2512.830057,465,19,24.474,47.135,25.967,15.507,66.2605974012965,9078.641,0.086,1.398,2.017,2.743,1.581,3.018,2.312,43.826,5.559,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 85,396.353911,145,1381.965806,215,451.098513,82,2229.41823,442,19,23.263,41.69,26.955,15.92,67.8868998207829,7774.214,0.17,1.298,1.949,2.242,1.609,2.976,2.1,38.841,6.539,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 86,357.976701,136,1255.493176,227,404.877415,91,2018.347292,453,19,23.842,42.498,25.361,12.863,61.8051046492742,6336.755,0.127,1.46,1.856,2.119,1.575,2.741,1.92,39.701,4.368,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 87,376.028253,153,1132.390559,193,440.635017,83,1949.053829,427,19,22.474,42.029,22.539,13.54,57.3034902187202,6234.31,0.072,1.282,2.085,2.237,1.348,2.681,2.173,38.836,6.351,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 88,323.408566,122,1087.000189,205,407.178615,87,1817.58737,412,19,21.684,41.911,21.241,12.5,54.4402903888638,5481.983,0.059,1.41,2.027,2.011,1.593,2.488,1.99,37.782,3.299,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 89,428.827389,140,1439.503104,272,473.273533,86,2341.604026,486,20,24.3,45.898,25.889,14.424,64.1693896518946,8101.27,0.097,1.532,1.832,2.068,1.611,2.725,2.27,40.705,9.753,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 90,428.792854,148,1365.265955,231,531.465044,89,2325.523853,463,20,23.15,44.496,25.19,14.607,63.6295838083339,8075.692,0.058,1.589,1.996,2.285,1.636,2.701,2.312,41.281,5.54,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 91,463.6605,148,1466.024515,219,533.268352,90,2462.953367,453,19,23.842,46.757,26.004,13.716,65.2795736595912,8668.653,0.007,1.468,2.189,2.344,1.75,2.961,2.291,44.41,4.566,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 92,493.221545,172,1588.253117,248,601.443216,103,2682.917878,513,21,24.429,43.029,29.762,18.216,76.6611744997008,10924.815,0.106,1.292,1.86,2.701,1.709,3.006,2.413,40.069,9.128,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 93,332.039557,139,1107.103256,191,429.413979,95,1868.556792,421,19,22.158,36.811,25.225,12.985,62.306662803019,6024.371,0.046,1.338,1.928,1.932,1.411,2.828,2.13,36.32,4.391,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 94,436.745216,155,1595.123955,244,535.063405,86,2566.932576,481,19,25.316,47.716,27.548,14.655,68.0479726662866,9191.512,0.089,1.477,2.041,2.732,1.6,3,1.971,46.838,3.255,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 95,312.702279,140,950.958164,199,321.943409,81,1585.603852,417,20,20.85,37.112,20.881,12.315,52.9015858610385,4538.378,0.092,1.199,1.985,2.297,1.708,2.258,1.696,34.139,4.557,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 96,463.745119,139,1540.334913,250,597.438127,91,2601.518159,471,18,26.167,46.329,28.062,15.122,69.642218731047,9546.622,0.073,1.609,1.818,2.165,1.731,3.28,2.809,44.057,5.406,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 97,424.361955,128,1389.602531,237,529.79344,86,2343.757926,449,20,22.45,48.059,23.743,13.721,60.1023835296742,7857.793,0.041,1.644,2.212,2.776,1.703,2.583,2.132,43.419,5.86,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 98,363.168854,143,1339.349122,232,522.876768,93,2225.394744,460,19,24.211,43.61,25.539,15.087,64.5327332924767,7758.456,0.118,1.395,1.879,2.671,1.391,2.92,2.306,41.028,4.784,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_2-sld - 99,323.817732,140,1130.187142,198,435.060347,94,1889.065221,419,19,22.053,34.139,27.033,14.807,67.3457327211737,6501.209,0.091,1.195,1.765,2.194,1.58,3.089,2.726,33.095,6.193,0,0,0,0
