Row,Anterior Area(um^2),Anterior BB#,Medial Area(um^2),Medial BB#,Posterior Area(um^2),Posterior BB#,Cell surface area(um^2),Assigned BB#,Ciliary row#,Avergae number of BBs per row,Cell height(um),Cell major widths(um),Cell minor widths(um),Horizontal section perimeter(um),Cell volume(um^3),VolumeDeficit,Anterior neighbor BB pairwise distance(um),Medial neighbor BB pairwise distance(um),Posterior neighbor BB pairwise distance(um),Anterior row pairwise distance(um),Medial row pairwise distance(um),Posterior row pairwise distance(um),Mean of ciliary row lengths,STD of ciliary row lengths,Posterior immature BB#,Posterior medial immature BB#,Anterior medial immature BB#,Anterior immature BB#
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 94,405.66063,156,1320.92648,243,509.49824,92,2236.08535,475,19,25,44.778,25.657,13.066,62.01343464,7191.217,0.085,1.361,1.901,2.504,1.505,2.81,2.164,42.46,5.989,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 95,388.119484,148,1255.14028,213,466.778386,83,2110.03815,436,20,21.8,41.405,24.368,14.946,62.7166685,6920.803,0.124,1.326,2.047,2.299,1.588,2.689,2.213,38.019,5.668,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 96,403.474714,144,1311.422529,221,511.598876,82,2226.496119,432,19,22.737,46.042,23.457,13.777,59.81204632,7304.172,0.062,1.452,2.139,2.59,1.438,2.735,2.153,42.961,6.259,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 97,389.352605,130,1189.44386,198,443.862299,85,2022.658764,409,20,20.45,39.971,25.075,12.965,61.26690574,6516.769,0.042,1.463,2.129,2.326,1.815,2.646,2.112,37.399,5.005,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 98,352.58612,143,1118.065001,210,406.794467,97,1877.445588,449,19,23.632,42.19,22.311,12.742,56.34411629,5750.643,0.084,1.347,1.905,1.901,1.434,2.568,1.802,38.778,5.601,0,0,0,0
100522 B1868 Poc1-mCh asynchronous cells_2-sld - 99,564.750886,158,2016.484902,316,751.749105,94,3332.984893,561,19,29.526,53.415,32.879,16.973,79.85142674,13725.831,0.121,1.52,1.764,2.22,2.172,3.548,3.129,49.258,6.302,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1001,497.610115,201,1623.935034,340,629.366383,150,2750.911532,681,18,37.833,49.253,27.754,14.241,68.31529114,9919.865,0.027,1.387,1.492,1.509,2.056,3.296,2.571,50.498,3.397,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1002,464.766648,143,1590.273751,277,637.85016,113,2692.890559,524,19,27.579,47.747,28.84,14.074,69.57882279,9557.652,0.058,1.572,1.772,2.104,1.968,3.091,2.296,45.688,5.86,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1003,448.329203,144,1529.340242,293,618.441538,105,2596.110983,538,20,26.9,45.794,29.032,14.558,70.26433562,9349.008,0.077,1.5,1.723,2.269,1.853,2.92,2.431,44.13,5.807,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1004,384.102526,149,1343.130325,244,475.071882,87,2202.304733,471,19,24.789,46.397,25.12,11.089,60.34431524,6501.016,0.039,1.418,1.974,2.378,1.378,2.735,1.984,43.303,4.416,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1005,472.963889,165,1648.419856,296,579.898791,99,2701.282536,538,20,26.9,48.814,31.311,10.509,70.50686839,7281.575,0.134,1.413,1.789,2.143,1.748,2.934,2.378,42.745,10.272,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1006,496.365091,179,1592.482685,330,678.022703,150,2766.870479,650,20,32.5,46.86,29.278,14.779,70.88918071,10149.378,0.044,1.308,1.448,1.671,1.833,3.085,2.597,44.57,11.081,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1007,533.711364,203,1283.527704,341,569.635814,135,2386.874882,661,21,31.476,48.803,22.204,12.297,55.20851143,6869.164,0.015,1.19,1.435,1.762,1.936,1.902,2.265,42.375,16.309,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1008,398.121987,166,1331.932202,337,482.891628,113,2212.945817,595,19,31.316,49.458,23.017,11.936,56.00722855,6579.41,0.075,1.278,1.49,2.054,1.533,2.505,2.155,45.033,6.753,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1009,399.699617,140,1395.871111,252,517.596362,95,2313.16709,480,19,25.263,48.515,23.945,14.134,60.50530294,7724.552,0.102,1.505,1.94,2.368,1.483,2.768,2.249,44.033,6.4,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1010,526.002808,157,1542.172702,337,531.492999,103,2599.668509,575,19,30.263,49.742,25.465,14.755,64.1120324,8541.279,0.127,1.53,1.602,2.245,1.906,2.984,2.147,48.191,5.039,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1011,419.838019,139,1414.595402,242,500.605931,86,2335.039352,464,19,24.421,46.649,26.14,13.506,63.59813723,7730.182,0.104,1.502,1.951,2.335,1.649,2.849,1.988,42.185,4.655,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1012,444.393652,158,1353.939738,237,487.307934,96,2285.641324,482,20,24.1,45.652,25.269,13.519,62.0078619,7577.091,0.072,1.512,1.977,2.184,1.568,2.708,1.999,41.989,5.067,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1013,435.656104,136,1407.664967,287,514.984892,94,2358.305963,506,19,26.632,43.246,27.916,14.614,68.44484172,8087.186,0.125,1.525,1.578,2.187,1.983,3.066,2.406,41.067,5.167,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1014,698.749048,227,1629.087386,346,753.895043,158,3081.731477,722,22,32.818,57.471,25.131,13.013,60.94376978,8787,0.107,1.349,1.796,1.881,2.092,1.685,2.375,51.73,17.278,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1015,682.182759,242,1695.492662,354,731.243781,156,3108.919202,733,22,33.318,50.208,29.363,14.771,70.80381657,11241.685,0.014,1.263,1.45,1.592,2.412,2.674,2.72,44.741,15.63,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1017,458.719155,142,1702.984745,279,648.850326,104,2810.554226,516,20,25.8,46.923,31.591,15.542,75.92735834,10703.485,0.113,1.648,1.832,2.527,1.851,3.212,2.491,44.018,7.822,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1018,491.121141,145,1749.001494,291,636.083677,98,2876.206312,528,19,27.789,48.309,30.296,15.901,74.14657359,9872.731,0.19,1.663,1.75,2.285,1.894,3.277,2.58,46.279,4.566,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1020,417.326023,151,1484.549088,285,529.628557,103,2431.503668,527,19,27.737,48.064,26.382,13.456,64.41045844,8154.956,0.087,1.455,1.735,2.357,1.648,2.937,2.119,45.894,5.362,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1021,588.690674,232,1608.576373,352,715.865037,162,2913.132084,726,20,36.3,51.369,27.105,13.721,66.22511463,10160.092,-0.016,1.274,1.513,1.728,2.226,2.526,2.559,49.528,9.577,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1022,507.298384,149,1579.920911,320,602.788693,121,2690.007988,582,21,27.714,47.229,28.496,16.954,69.73007201,9458.254,0.208,1.552,1.561,2.023,1.639,2.857,2.422,42.819,11.132,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1023,506.856971,155,1793.61046,310,578.346094,101,2878.813525,564,19,29.684,52.478,29.267,15.284,71.36923035,10565.82,0.14,1.328,1.716,2.386,1.716,3.133,2.322,48.853,6.257,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1024,463.496153,204,1458.542035,348,572.192602,148,2494.23079,670,20,33.5,46.937,26.229,14.472,65.02754484,8918.114,0.044,1.261,1.381,1.615,1.825,2.782,2.344,44.179,11.569,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1025,447.018314,139,1623.07377,342,532.02665,107,2602.118734,579,19,30.474,50.142,27.715,14.16,67.69675135,8933.569,0.133,1.412,1.567,2.04,1.888,2.967,2.281,45.622,3.806,0,0,0,0
010622 B1868 Poc1-mCh dividing cells_3-sld - 1026,361.365673,126,1311.362853,221,498.519659,83,2171.248185,427,19,22.474,46.423,24.557,12.206,59.52383656,6685.938,0.082,1.525,2.162,2.274,1.549,2.59,2.155,41.669,4.982,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 1,429.200957,136,1391.202591,241,517.649584,98,2338.053132,471,19,24.789,46.597,26.304,12.025,62.72453948,7226.526,0.064,1.556,1.974,2.266,1.899,2.816,2.116,43.72,6.546,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 10,348.741198,129,1123.845613,189,462.412218,88,1934.999029,395,19,20.789,39.473,23.358,13.984,59.23460214,6396.627,0.052,1.498,2.136,2.077,1.515,2.748,2.312,37.938,4.561,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 11,444.991447,139,1558.961411,249,572.104469,85,2576.057327,473,19,24.895,49.348,27.866,13.503,66.84954857,8699.308,0.105,1.588,1.97,2.495,1.799,3.022,2.457,44.752,5.916,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 12,471.91137,141,1745.057277,258,647.255037,88,2864.223684,470,19,24.737,51.089,29.47,14.906,71.54110316,10489.027,0.107,1.634,2.17,2.546,1.679,3.189,2.528,47.152,5.095,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 13,440.664882,141,1631.091784,289,632.022992,107,2703.779658,532,18,29.556,51.968,27.223,13.683,66.41887426,9293.511,0.083,1.456,1.747,2.135,1.742,3.098,2.411,48.329,4.519,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 14,370.396696,147,1313.409417,231,573.405099,102,2257.211212,464,19,24.421,45.6,24.721,12.905,60.9769446,7190.481,0.056,1.468,2.065,2.201,1.681,2.665,2.2,42.65,6.376,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 15,386.661415,127,1353.909818,231,486.043854,79,2226.615087,432,19,22.737,47.131,23.976,13.056,59.83171424,7248.196,0.062,1.493,2.134,2.687,1.499,2.733,2.024,43.376,5.565,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 16,450.89075,131,1576.521731,265,573.773742,98,2601.186223,491,19,25.842,47.573,27.892,15.111,69.08160311,9262.901,0.118,1.581,1.843,2.235,1.906,3.107,2.26,44.59,5.093,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 17,363.991337,132,1164.042306,200,436.15128,91,1964.184923,418,20,20.9,44.073,22.652,11.122,54.7981409,5609.772,0.035,1.554,2.303,2.508,1.247,2.369,1.761,41.029,5.561,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 18,452.950986,155,1568.870342,239,549.429096,92,2571.250424,483,19,25.421,47.942,27.759,14.444,67.74911267,9147.497,0.091,1.351,2.053,2.137,1.677,3.082,2.44,44.368,5.406,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 19,387.512683,146,1291.195787,214,487.888858,80,2166.597328,438,19,23.053,42.392,24.711,14.946,62.91981436,7488.21,0.087,1.311,2.011,2.847,1.641,2.78,2.036,39.585,6.371,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 2,340.621667,137,1203.5928,205,442.726721,100,1986.941188,438,20,21.9,37.553,27.019,13.976,65.58905306,6412.658,0.136,1.337,1.925,2.094,1.637,2.729,2.054,36.43,5.445,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 20,308.949097,138,1133.699813,210,433.31594,87,1875.96485,425,19,22.368,45.072,21.332,12.292,53.68718602,5352.933,0.135,1.321,2.142,2.587,1.439,2.376,1.891,41.29,4.252,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 21,396.716138,142,1355.373705,226,536.724612,89,2288.814455,454,19,23.895,47.393,25.533,12.54,61.15887169,7203.95,0.093,1.372,2.048,2.505,1.771,2.737,2.098,43.246,5.373,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 22,360.863296,131,1169.460455,185,381.378563,74,1911.702314,390,19,20.526,37.149,27.262,11.789,63.88030868,5819.669,0.069,1.59,2.079,2.341,1.835,2.857,2.021,36.423,3.488,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 23,310.02002,157,1071.777457,224,407.591631,91,1789.389108,466,18,25.889,44.519,20.546,10.637,50.28508911,4737.156,0.07,1.347,1.915,2.22,1.266,2.322,1.854,43.48,4.088,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 24,353.296109,144,1218.255922,211,448.208495,91,2019.760526,436,20,21.8,43.606,25.016,10.301,58.21578976,5597.467,0.049,1.462,2.23,2.277,1.539,2.512,1.865,40.632,5.524,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 25,474.767789,142,1735.021471,291,647.479854,100,2857.269114,531,18,29.5,51.808,28.625,14.908,69.68691475,10360.738,0.105,1.543,1.74,2.254,2.053,3.244,2.502,48.797,3.579,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 26,332.147829,134,1048.275157,188,420.673473,83,1801.096459,400,19,21.053,41.519,21.289,12.315,53.21107934,5295.269,0.071,1.518,2.169,2.484,1.401,2.453,1.951,39.213,3.555,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 27,316.16485,135,935.675156,186,356.333551,90,1608.173557,407,19,21.421,35.55,21.196,13.185,54.83037573,4919.684,0.054,1.184,1.847,2.027,1.747,2.53,2.029,33.274,4.762,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 28,372.706315,139,1222.091351,201,447.517148,78,2042.314814,413,20,20.65,41.813,24.979,12.417,60.88106776,6451.811,0.05,1.394,2.219,2.375,1.513,2.616,2.148,38.3,3.29,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 29,463.841986,156,1693.345838,305,660.242242,104,2817.430066,558,21,26.571,51.101,28.269,15.66,69.98978946,10421.017,0.12,1.459,1.742,2.153,1.585,2.931,2.499,44.09,12.676,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 3,401.276536,154,1338.940776,248,527.974612,94,2268.191924,489,19,25.737,47.694,24.907,12.303,59.99775451,6871.464,0.102,1.349,1.944,2.648,1.569,2.645,1.949,45.376,5.261,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 30,423.199697,130,1358.877817,201,502.171543,82,2284.249057,407,19,21.421,44.259,26.226,13.657,64.30257052,7575.757,0.087,1.57,2.189,2.72,1.81,2.834,2.051,41.779,5.753,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 31,345.204864,142,1162.816992,223,440.203108,91,1948.224964,435,19,22.895,41.979,24.11,9.742,57.61717953,5189.788,-0.005,1.335,2.017,2.139,1.797,2.566,1.981,39.487,5.285,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 32,335.945269,119,1132.507222,205,458.075269,94,1926.52776,417,19,21.947,42.037,22.56,12.322,56.15397583,5829.176,0.047,1.756,2.019,2.153,1.538,2.572,2.092,38.561,4.709,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 33,429.668328,147,1506.318508,242,553.129387,82,2489.116223,461,19,24.263,46.13,26.777,15.82,67.93265449,9210.818,0.1,1.412,1.96,2.69,1.694,3.017,2.395,42.437,8.618,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 34,319.968346,136,1095.881666,203,398.572906,82,1814.422918,416,19,21.895,47.771,18.707,11.302,47.96122899,4980.857,0.058,1.393,2.429,2.545,1.3,2.218,1.655,42.896,4.608,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 35,364.488155,145,1250.666271,222,458.731075,86,2073.885501,453,19,23.842,45.829,23.25,11.669,56.36303577,6096.74,0.063,1.455,2.024,2.374,1.489,2.534,1.997,42.225,5.46,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 36,251.44135,148,858.943263,186,343.09119,100,1453.475803,415,19,21.842,33.311,20.952,12.183,53.08012445,4141.771,0.07,1.232,1.845,1.847,1.214,2.401,1.748,34.12,2.549,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 37,383.782592,175,1297.799518,295,498.058939,111,2179.641049,553,19,29.105,49.29,21.792,12.778,55.41154928,6731.731,0.063,1.3,1.671,2.117,1.43,2.67,2.042,45.178,10.497,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 38,403.872003,140,1106.12399,201,427.205906,81,1937.201899,417,20,20.85,31.717,28.392,15.231,70.31520104,5925.03,0.175,1.39,1.748,2.17,2.165,3.059,2.639,32.545,5.507,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 39,471.31948,137,1480.75733,289,574.883397,109,2526.960207,515,21,24.524,46.573,24.549,17.804,67.01476062,5709.192,0.464,1.557,1.897,2.295,1.95,2.416,2.158,41.813,10.413,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 4,368.429303,130,1358.431612,219,541.504232,90,2268.365147,435,19,22.895,44.899,25.998,13.865,63.51555727,7562.497,0.108,1.474,2.07,2.109,1.717,2.854,2.438,40.914,4.573,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 40,370.593877,128,1214.984148,227,475.965635,84,2061.54366,434,19,22.842,42.114,23.445,14.201,60.18267744,6822.177,0.071,1.551,1.916,2.159,1.734,2.741,2.117,39.523,3.858,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 41,397.999097,146,1354.877407,211,541.051372,84,2293.927876,436,20,21.8,45.156,25.404,13.085,62.4122851,7374.591,0.062,1.502,2.26,2.815,1.363,2.646,2.069,42.859,6.239,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 42,398.042758,127,1342.658527,238,515.091189,87,2255.792474,451,20,22.55,46.34,24.195,13.234,60.11355076,7240.776,0.068,1.649,2.039,2.505,1.668,2.566,2.11,42.553,5.475,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 43,327.30635,133,1114.603894,202,447.163092,97,1889.073336,430,19,22.632,36.734,25.052,14.294,62.60624974,6312.397,0.084,1.411,1.848,2.12,1.644,2.827,2.168,37.045,3.38,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 44,360.49418,147,1194.408604,218,422.422177,79,1977.324961,440,19,23.158,44.752,22.061,12.308,55.0960301,5972.513,0.061,1.351,2.067,2.698,1.466,2.553,1.989,41.809,5.438,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 45,561.859504,148,1751.04214,256,642.470686,95,2955.37233,496,20,24.8,51.257,29.585,14.417,71.57473718,10785.917,0.058,1.701,2.107,2.813,2.021,3.086,2.175,48.538,6.322,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 46,382.78293,129,1243.549513,205,438.550394,84,2064.882837,415,19,21.842,46.471,22.795,11.922,56.05515346,6178.065,0.066,1.603,2.291,2.287,1.598,2.493,2.021,42.674,5.414,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 47,435.932925,144,1504.476864,255,564.555869,87,2504.965658,484,19,25.474,45.842,27.994,14.869,68.75370267,8947.006,0.104,1.45,1.884,2.413,1.899,3.03,2.429,43.918,4.394,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 48,382.370573,140,1382.340674,264,531.942704,92,2296.653951,495,20,24.75,49.029,23.656,13.296,59.22945169,7454.982,0.077,1.495,1.999,2.36,1.456,2.54,2.045,44.351,5.436,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 5,470.068497,149,1627.764605,295,585.441241,103,2683.274343,546,19,28.737,51.766,26.539,14.761,65.72659439,9608.937,0.095,1.527,1.792,2.117,1.716,2.964,2.323,47.966,5.406,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 6,346.512195,134,1075.294123,185,381.535148,97,1803.341466,406,19,21.368,32.253,27.834,13.703,66.81210235,5987.976,0.07,1.365,1.819,1.91,1.703,3.052,2.191,33.363,4.119,0,0,0,0
110522 B1868 Poc1-mCh asynchronous cells_1-sld - 7,515.527947,166,1653.043955,249,585.563322,102,2754.135224,497,20,24.85,47.345,30.027,14.912,72.53266479,10207.255,0.08,1.654,2.065,2.342,1.852,3.102,2.517,44.896,6.203,0,0,0,0
